Gene	cmp0_2297	cmp0_2298	cmp0_2306	cmp0_2307	cmp0_2353	cmp0_2373	cmp0_2414	cmp0_2427	cmp0_2432	cmp0_2460	cmp0_2461	cmp0_2479	cmp0_2510	cmp0_2512	cmp0_2568	cmp0_2581	cmp0_2582	cmp0_2619	cmp0_2636	cmp0_2679	cmp0_2719	cmp0_2759	cmp0_2771	cmp0_2796	cmp0_2847	cmp0_2886	cmp0_2901	cmp0_2964	cmp0_3029	cmp0_3110	cmp0_3165	cmp0_3180	cmp0_3191	cmp0_3215	cmp0_3221	cmp0_3225	cmp0_3243	cmp0_3321	cmp0_3353	cmp0_3391	cmp0_3410	cmp0_3420	cmp0_3429	cmp0_3438	cmp0_3454	cmp0_3584	cmp0_3612	cmp0_3633	cmp0_3662	cmp0_3719	cmp0_3833	cmp0_3846	cmp0_3863	cmp0_3901	cmp0_3967	cmp0_3974	cmp0_4042	cmp0_4047	cmp0_4071	cmp0_4192	cmp0_4226	cmp0_4347	cmp0_4373	cmp0_4422	cmp0_4428	cmp0_4433	cmp0_4469	cmp0_4500	cmp0_4511	cmp0_4524	cmp0_4535	cmp0_4544	cmp0_4550	cmp0_4558	cmp0_4608	cmp0_4678	cmp0_4712	cmp0_4716	cmp0_4741	cmp1_4827	cmp1_4850	cmp1_4868	cmp1_4885	cmp1_4892	cmp1_4896	cmp1_4897	cmp1_4901	cmp1_4915	cmp1_4945	cmp1_5015	cmp1_5153	cmp1_5176	cmp1_5224	cmp1_5251	cmp1_5257	cmp1_5276	cmp1_5328	cmp2_5646	cmp2_5781	cmp2_5823	cmp2_5846	cmp2_5866	cmp2_5915	cmp2_5954	cmp2_5980	cmp2_6008	cmp2_6080	cmp2_6117	cmp2_6127	cmp2_6146	cmp2_6147	cmp2_6166	cmp2_6177	cmp2_6206	cmp2_6378	cmp2_6432	cmp2_6504	cmp2_6599	cmp2_6640	cmp2_6673	gmp_6732	gmp_6736	gmp_6741	gmp_6754	gmp_6756	gmp_6765	gmp_6785	gmp_6789	gmp_6795	gmp_6806	gmp_6814	gmp_6818	gmp_6825	gmp_6830	gmp_6833	gmp_6834	gmp_6835	gmp_6846	gmp_6852	gmp_6854	gmp_6873	gmp_6874	gmp_6886	gmp_6893	gmp_6895	gmp_6897	gmp_6901	gmp_6902	gmp_6919	gmp_6946	gmp_6953	gmp_6955	gmp_6968	gmp_6974	gmp_6977	gmp_6978	gmp_7008	gmp_7012	gmp_7016	gmp_7017	gmp_7022	gmp_7028	gmp_7038	gmp_7046	gmp_7057	gmp_7069	gmp_7073	gmp_7083	gmp_7087	gmp_7096	gmp_7106	gmp_7108	gmp_7112	gmp_7114	gmp_7116	gmp_7132	gmp_7139	gmp_7140	gmp_7160	gmp_7161	gmp_7166	gmp_7171	gmp_7179	gmp_7183	gmp_7190	gmp_7196	gmp_7202	gmp_7204	gmp_7210	gmp_7216	gmp_7232	gmp_7254	gmp_7265	gmp_7268	gmp_7269	gmp_7270	gmp_7272	gmp_7274	gmp_7279	gmp_7286	gmp_7289	gmp_7290	gmp_7304	gmp_7305	gmp_7307	gmp_7314	gmp_7315	gmp_7318	gmp_7319	gmp_7323	gmp_7332	gmp_7333	gmp_7340	gmp_7354	gmp_7361	gmp_7363	gmp_7364	gmp_7370	gmp_7378	gmp_7382	gmp_7393	gmp_7395	gmp_7412	gmp_7416	gmp_7421	gmp_7430	gmp_7433	gmp_7434	gmp_7450	gmp_7454	gmp_7461	gmp_7497	gmp_7500	gmp_7502	gmp_7509	gmp_7527	gmp_7530	gmp_7536	gmp_7540	gmp_7551	gmp_7556	gmp_7565	gmp_7566	gmp_7572	gmp_7574	gmp_7581	gmp_7598	gmp_7604	gmp_7607	gmp_7608	gmp_7612	gmp_7614	gmp_7619	gmp_7623	gmp_7645	gmp_7647	gmp_7650	gmp_7665	gmp_7680	gmp_7688	gmp_7692	gmp_7696	gmp_7701	gmp_7733	gmp_7739	gmp_7742	gmp_7746	gmp_7752	gmp_7768	gmp_7769	gmp_7776	gmp_7779	gmp_7780	gmp_7789	gmp_7793	gmp_7815	gmp_7816
CEP63_cluster9	0	0	1.383311	0	1.101463	0	0	1.60626	0	0	1.3911	0	0	0.843524	0	0	0	0	0	0	0	1.154409	1.495323	0	1.632673	1.482252	0	0	1.172177	1.690074	0	0	1.066536	1.350096	0	0	1.108301	0	0	0	1.037054	0	0	0	0	1.29737	0	0	0	0	1.265124	1.944677	1.341786	1.413775	0	1.135359	1.339836	1.346752	1.247638	0	0	1.243519	0	0	0	1.357174	0.950354	0	0	0	1.181271	0	0	0	1.438106	0	0	0	0	0	0	0	0	0	0	1.518947	0	0	0	0	0	0	1.796641	0	0	0	0	0	0	0	0	0	0	0	0	2.039907	0	0	0	0	0	0	0	1.489238	0	1.48657	0	0	0	0	0	1.326115	0	0	0	0	0	1.291731	0	0	2.366533	0	2.438577	0	0	1.230378	1.849673	1.496606	0	0	0	0	1.392591	0	0	1.884036	0	0	0	0	0	1.290264	0	0	0	0	0	0	0	1.245078	0	0	1.372443	0	0	0	0	0	0	1.324228	0	0	0	0	0	0	1.34447	0	0	0	1.246976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.400482	0	0	1.34957	0	0	0	0	0	0	3.273164	0	0	0	0	0	0	0	0	0	1.663271	1.406489	0	0	0	0	0	0	1.462535	0	0	0	1.211689	1.356005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.310881	0	0	0	0	0	0	0	0	0
SKIL_cluster9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.738131	1.713485	0	0	0	0	0	0	0	0	0	0	0	0	0	1.873467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.840516	0	1.730014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.742231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.275254	0	0	0	1.627246	0	0	0	0	0	0	0	1.978221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.849027	0	1.901662	0	0	0	0	0	0	1.538382	0	0	0	0	0	0	0	0	0	0	0	1.943216	0	0	0	0	0	0	0	1.683951	0	0	0	0	0	0	0	0	0	0	0	0	0
FXR1_cluster9	0	0	0.852228	0.894138	0	1.832034	0	0	0	0	0	1.767566	0	0	0	0	0	0	0	0	0	0	1.302828	0	0	0	0	1.124567	0	0	0	1.157614	0	1.176295	0	0	0	1.887419	0	1.214525	0	1.237425	0	0	1.292768	0	0	0	0	1.812675	0	0	0	1.231775	1.184694	0	0	2.032356	0	0	0	1.083439	0	1.059155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.644111	0	0	0	1.605603	0	0	0	0	0	0	0	0	0	0	0	1.326281	1.29826	1.209926	0	1.162828	0	0	1.213623	0	0	0	0	1.292405	0	1.097183	0	0	0	1.851135	0	0	2.161282	1.624635	0	0	0	0	0	0	1.248579	0	0	1.198945	1.071989	0	0	0	0	0	0	0	1.197977	1.081374	0	0	0	0	1.150582	0	0	1.175747	0	0	1.232931	1.07609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171392	0	1.268148	0	0	0	0	0	0	0	0	0	0	0	1.079111	1.124882	0	0	0	0	0	0	0	1.017772	0	0	0	1.499857	1.083079	0	1.196148	0	0	1.066705	0	1.30196	0	0	1.207646	0	0	0	0	0	0	0	0	0	1.696384	0	0	0	0	1.055704	0	0	0	1.304569	1.236738	0	0	1.199912	0	0	0	0	0	1.028961	1.293859	0	0	0	1.117529	0	1.174653	0	0	0	0	0	0	1.802731	0	0	0	1.291797	0	0	1.471611	0	0	0	0	0	0	0	0	0	0	0	0
YEATS2_cluster9	0	0	1.66447	0	0	0	0	0	0	0	0	0	1.921676	0	0	0	2.171539	0	0	0	0	0	0	0	0	0	0	2.196365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.876996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.535604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.835268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.468123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.42462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.522988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K13_cluster9	0	0	0	1.042737	1.582732	1.510738	1.144212	1.154045	0	0	0	0	1.147441	0.857076	0	0	0	0	0	0	0	2.031618	0	0	0	0	0	0	0	1.717225	0	0	1.08367	0	0	0	1.126108	0	0	0	0	0	0	1.15691	0	0	1.177913	0	0	0	0	1.397186	0	0	0	0	0	0	0	0	0	0	2.031502	0	0	0	0.965622	0	0	0	0	0	0	0	0	0	1.360632	0	0	1.82651	0	0	1.215891	0	0	0	0	0	0	0	0	0	0	0	1.167399	0	1.543956	0	0	0	0	0	1.5467	0	0	0	0	0	0	1.415316	0	1.519493	0	0	0	0	0	0	1.430049	1.349441	0	0	0	0	0	0	0	0	0	1.436367	0	0	1.430531	0	0	0	0	0	1.296997	0	0	0	0	0	0	0	0	0	0	0	0	1.310996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.520072	0	0	0	0	0	1.505922	1.403873	0	0	0	2.091488	0	0	0	0	0	0	1.497398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.243982	0	1.518335	0	0	1.40835	0	0	0	1.429084	0	0	0	1.500457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.46821	0	0	0	0	0	1.511876	0	0	0	1.519349	0	0	0	0	1.331942	0	0	0	0	1.974014	0	0	0	0
ZNF595_cluster9	0	0	0	0	0	0	0	1.685295	0	0	0	0	0	0	0	0	1.893528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.971456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.803782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.675834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.210982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.825634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.772154	0	0	0	0	0	0	0	0	0	0	0	0
ZNF141_cluster9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.796708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.015914	0	0	0	0	0	0	0	0	0	0	0	0	0	2.088734	0	0	4.061367	0	0	0	0	0	0	2.46242	0	0	0	0	0	0	0	0	0	0	0	2.354504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.366658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-539L10.3_cluster9	0	0	0	0	0	0	0	0	0	0	1.975948	0	0	0	0	0	0	0	2.717536	0	0	0	0	0	0	0	0	0	1.664989	0	0	1.334485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.992443	0	1.797009	1.953215	0	0	1.931401	0	0	0	0	1.667135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.830126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.88364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.774407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.769356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.161587	0	0
USP46_cluster9	1.935249	0	0	0	0	0	1.719445	0	0	0	0	0	0	0	0	0	0	0	0	2.023443	0	0	0	0	2.492886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.056322	0	0	0	0	3.052802	0	2.033202	0	0	1.986912	0	0	0	2.33165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.101121	0	0	0	1.949036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.999647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.146807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.267459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBCK_cluster9	0	0	0	0	3.270933	0	0	0	0	0	0	0	0	1.446233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.610939	0	2.423939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.490124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.413889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.26416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.521825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAPSS1_cluster9	0	0	0	0	0	0	1.124687	0	1.477048	0	0	0	0	0.842448	0	0	0	1.51843	1.351103	0	0	1.152935	0	0	0	0	0	1.289077	0	1.687919	0	0	0	0	1.497418	0	0	0	1.187342	1.3922	0	1.002996	0	0	0	0	0	0	0	1.469265	1.263511	0	0	0	0	0	1.338126	1.345035	0	0	0	1.75636	0	0	0	0	0	0	0	0	0	1.525126	0	1.122626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.147475	1.408261	0	0	1.474849	0	0	0	0	0	0	0	0	0	2.356591	0	0	0	0	0	0	1.484675	0	0	0	0	0	0	0	0	0	0	1.077144	0	0	0	0	0	0	0	0	0	1.306247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.905261	0	0	0	0	0	0	0	0	0	0	0	0	0	1.427869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.460671	0	0	0	0	0	0	0	0	1.417657	0	0	0	0	0	0	0	1.32047	1.179483	0	0	0	1.307391	0	1.179063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.192812	0	0	0	0	0	0	0	0	0	0	0	0
MAD2L1_cluster9	0	1.024275	0.83191	1.234354	0	0	0	1.366115	0	0	0	0.996175	0	0.717413	0	0	0	0.914336	0	0	0	0.981819	0	0	0.981875	0	1.261119	0	1.409876	0	1.144522	0.799041	1.282813	1.148251	1.275171	1.129885	1.333045	0	0	0	1.527685	0.854132	0	0	0	1.103408	0.985971	1.500437	0	0	0	0	0	0	0	0.965618	1.61153	1.145408	0	1.996437	0	0	1.20241	0	0	0	0.808272	0	1.569825	1.133384	0	0	0	0	1.223103	0	1.138912	0.994665	1.230167	1.081078	0	0	0	1.012033	0	0	0	0	1.048528	0	0	1.491171	1.528035	0	0.97717	0	0	1.235241	0	1.481216	1.528352	0	0	0	1.18108	0	0	1.13813	0	1.184686	1.835462	0	0	1.791226	0	1.788021	1.071028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.526463	1.170359	0	0	0	0	0	0	0	0	0	1.492833	0	0	0	0	2.246301	0	0	1.147715	0	0	0	0	0	1.11384	0	0	1.080264	0	0	0	1.139785	0	0	0	0	0	0	1.11068	1.260528	0	0	0	0	0	0	1.060547	0	2.028107	0	0	0	0	0	0	0	0	0	1.229183	1.286682	0	0	0	0	0.963346	0	0	0	0	0	0	1.236911	0	0.984225	0	0	0	0	0	0	0	1.295427	0	1.414602	1.196211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.656478	0	1.215101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.265512	0	0	0	0	0	1.436527	0	0.99951	1.576705	1.208706	0	0	1.090427	0	0	1.294276	1.211103	0
PLRG1_cluster9	1.301322	0	1.004281	1.05367	0	0	0	0	0	0	0	1.202585	0	0	1.115491	0	1.310233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.510447	0	0	0	0	0	0	0	0	0	1.205052	0	1.276746	0	1.248131	1.367191	0	1.379913	1.889479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.221728	0	0	0	0	0	0	0	1.272894	0	0	0	2.047406	0	0	0	0	0	0	0	0	0	0	1.370299	0	0	0	0	0	0	1.529029	0	0	0	0	0	0	1.542495	0	0	1.470452	0	0	0	0	0	0	1.402826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.278347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.278937	0	0	0	0	0	1.340131	0	0	0	0	1.949169	0	0	0	0	0	0	0	0	0	0	0	0	1.199362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.423116	0	0	0	0	0	0	0	0	1.462932	0	0	1.430867	0	1.469939	1.244066	0	0	0	0	0	0	0	0	1.404724	0	0	0	1.357483	0	0	0	0	0	0	0	0	0	0	0	1.433478	1.531633	1.543386	0	0	1.530186	0	1.522281	0	0	0	0	0	1.345905	0	0	0	0	0	0	0	0	0
SKP2_cluster9	0	0	0	0	0	0	0	0	0	0	0	0	1.368945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.009492	0	0	0	0	0	1.817498	0	0	0	0	0	0	0	0	1.380239	0	1.572682	0	0	0	0	1.533594	0	0	0	0	0	0	0	0	0	0	1.507405	0	0	0	0	0	0	0	1.61541	0	0	1.352801	0	0	0	0	0	0	0	0	1.936192	0	1.442446	0	0	0	0	0	1.826089	0	0	0	0	1.39276	0	0	0	0	0	0	0	0	0	1.683392	0	0	1.622174	0	0	0	2.563712	0	0	3.114477	0	1.526532	0	0	0	0	0	0	0	0	0	1.307391	1.565848	0	2.42346	1.656264	0	0	0	0	0	0	0	0	0	0	1.818719	0	1.666769	0	0	0	0	0	1.600825	0	1.564072	0	0	1.798313	0	0	0	0	0	0	0	0	0	0	1.624531	1.76027	0	1.840921	0	0	0	0	0	0	0	0	1.596913	0	0	0	0	0	0	0	0	0	0	0	0	1.501386	0	0	0	0	0	0	0	0	1.416044	0	2.609356	0	1.475574	0	0	0	0	0	0	0	0	0	0	1.68022	0	0	0	2.411176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.498391	0	1.669461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.692454	0	0	0	0	0	0	0	0	1.567074	1.447785	1.742056	1.424598	0	0	0	0	1.554181	0	0	0	0	0
PELO_cluster9	0	0	0	0	0	0	0	1.801896	0	0	0	0	0	0	1.72363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49048	0	0	0	0	0	0	1.886075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.874041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.191976	0	0	0	2.309128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.22181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.873595	0	0	0	2.076774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.894766	0	0	0	0	0	0	0	0	0	0	0	0
PDE4D_cluster9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.636301	0	0	0	0	0	0	0	0	0	0	1.927436	0	0	1.786233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.354162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.97468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.262863	0	0	0	0	0	0	2.291161	0	0	0	0	0	0	0	0	0	0	2.286091	0	0	0	0	0	0	0	0	2.261029	2.13439	0	0	0	0	0	0	1.884845	0	0	0	0	0	0	0	0	0	0	0	0	2.16664	0	0	0	0	0	0	0	2.206812	0	0	0	0	0	0	0	0	1.836058	0	0	0	0	0	0	0	0	0	0	2.170597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.052011	0	0	0	0	0	0	0
GFM2_cluster9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.721328	0	0	0	0	0	2.145854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.055478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.951102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.969513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.263541	0	0	0	0	0	2.044656	0	0	0	0	0	0	0	0	0	0	0	0	2.357456	0	0	2.349051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FNIP1_cluster9	0	0	1.672612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.575937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.111973	0	0	0	0	0	0	0	0	2.291615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.210563	0	0	0	0	0	0	0	0	0	0	0	0	0
