Gene	cmp0_2276	cmp0_2284	cmp0_2310	cmp0_2320	cmp0_2327	cmp0_2369	cmp0_2381	cmp0_2392	cmp0_2395	cmp0_2405	cmp0_2417	cmp0_2434	cmp0_2452	cmp0_2455	cmp0_2464	cmp0_2483	cmp0_2492	cmp0_2494	cmp0_2506	cmp0_2515	cmp0_2535	cmp0_2536	cmp0_2544	cmp0_2550	cmp0_2573	cmp0_2602	cmp0_2603	cmp0_2631	cmp0_2647	cmp0_2652	cmp0_2700	cmp0_2705	cmp0_2706	cmp0_2708	cmp0_2740	cmp0_2748	cmp0_2772	cmp0_2786	cmp0_2797	cmp0_2823	cmp0_2858	cmp0_2873	cmp0_2887	cmp0_2916	cmp0_2944	cmp0_2959	cmp0_2968	cmp0_2970	cmp0_2983	cmp0_2992	cmp0_2995	cmp0_2997	cmp0_3004	cmp0_3034	cmp0_3040	cmp0_3061	cmp0_3073	cmp0_3075	cmp0_3077	cmp0_3083	cmp0_3091	cmp0_3127	cmp0_3138	cmp0_3147	cmp0_3154	cmp0_3167	cmp0_3208	cmp0_3268	cmp0_3272	cmp0_3306	cmp0_3325	cmp0_3327	cmp0_3333	cmp0_3343	cmp0_3387	cmp0_3395	cmp0_3401	cmp0_3422	cmp0_3427	cmp0_3443	cmp0_3446	cmp0_3453	cmp0_3458	cmp0_3460	cmp0_3474	cmp0_3478	cmp0_3519	cmp0_3520	cmp0_3529	cmp0_3541	cmp0_3551	cmp0_3553	cmp0_3556	cmp0_3574	cmp0_3579	cmp0_3590	cmp0_3599	cmp0_3606	cmp0_3624	cmp0_3625	cmp0_3641	cmp0_3645	cmp0_3658	cmp0_3682	cmp0_3708	cmp0_3728	cmp0_3754	cmp0_3781	cmp0_3788	cmp0_3790	cmp0_3797	cmp0_3812	cmp0_3824	cmp0_3836	cmp0_3839	cmp0_3849	cmp0_3860	cmp0_3866	cmp0_3867	cmp0_3887	cmp0_3908	cmp0_3925	cmp0_3927	cmp0_3933	cmp0_3935	cmp0_3940	cmp0_3964	cmp0_4018	cmp0_4022	cmp0_4023	cmp0_4025	cmp0_4026	cmp0_4054	cmp0_4080	cmp0_4084	cmp0_4097	cmp0_4127	cmp0_4128	cmp0_4131	cmp0_4138	cmp0_4141	cmp0_4191	cmp0_4201	cmp0_4208	cmp0_4209	cmp0_4212	cmp0_4229	cmp0_4237	cmp0_4258	cmp0_4268	cmp0_4278	cmp0_4293	cmp0_4297	cmp0_4308	cmp0_4314	cmp0_4330	cmp0_4346	cmp0_4348	cmp0_4352	cmp0_4377	cmp0_4390	cmp0_4411	cmp0_4417	cmp0_4429	cmp0_4453	cmp0_4471	cmp0_4480	cmp0_4486	cmp0_4495	cmp0_4509	cmp0_4542	cmp0_4559	cmp0_4567	cmp0_4568	cmp0_4579	cmp0_4596	cmp0_4604	cmp0_4612	cmp0_4621	cmp0_4622	cmp0_4627	cmp0_4633	cmp0_4663	cmp0_4667	cmp0_4672	cmp0_4681	cmp0_4687	cmp0_4688	cmp0_4692	cmp0_4705	cmp0_4760	cmp0_4763	cmp1_4791	cmp1_4798	cmp1_4839	cmp1_4844	cmp1_4920	cmp1_4939	cmp1_4975	cmp1_4978	cmp1_5016	cmp1_5021	cmp1_5039	cmp1_5050	cmp1_5063	cmp1_5064	cmp1_5097	cmp1_5098	cmp1_5113	cmp1_5144	cmp1_5156	cmp1_5184	cmp1_5198	cmp1_5204	cmp1_5210	cmp1_5230	cmp1_5234	cmp1_5260	cmp1_5266	cmp1_5324	cmp2_5463	cmp2_5466	cmp2_5504	cmp2_5690	cmp2_5720	cmp2_5765	cmp2_5771	cmp2_5775	cmp2_5865	cmp2_5895	cmp2_5902	cmp2_5918	cmp2_5926	cmp2_5957	cmp2_6042	cmp2_6116	cmp2_6128	cmp2_6192	cmp2_6219	cmp2_6238	cmp2_6302	cmp2_6313	cmp2_6400	cmp2_6450	cmp2_6486	gmp_6832	gmp_7218	gmp_7222
ARL13B_cluster10	0	0	0	1.828795	0	0	0	0	0	0	0	0	0	1.757996	0	0	0	0	0	0	0	0	0	0	0	0	2.318584	2.334449	2.214495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.956694	0	0	0	0	0	0	0	1.596496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.761834	0	0	0	0	2.514711	0	1.512349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.065919	0	0	0	0	0	0	0	1.660033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.827662	1.774948	2.147631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.700723	0	0	0	0	0	3.262438	0	0	1.868585	0	0	0	0	0	0	0	0	1.596797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.621814	0	0	0	0	0	0	2.71856	0
MTRNR2L12_cluster10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.010343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.157042	0	0	2.630726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.344852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.133342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.089732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-475N22.4_cluster10	0	0	0	0	0	0	0	0	0	0	0	1.117676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.544257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.639332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.471323	0	0	0	0	0	0	0	1.393072	0	0	1.605475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP63_cluster10	0	0	0	0	0	0	0	0	1.330304	0	1.343227	0	0	0	0	0	0	1.168764	0	1.484614	1.689663	0	0	1.911403	1.35188	1.069233	0	0	0	0	0	0	0	0	1.132069	1.093746	1.563534	0	0	1.643156	0	0	1.265812	1.485311	0	0	1.106915	1.504018	0	1.349989	0	0	0	1.515081	0	0	0	0	0	0	0	1.985064	1.287711	0	0	0	1.314158	1.343849	1.402006	0	1.501343	1.626465	0	0	0	1.375762	1.208743	1.142725	1.36981	0	0	1.087612	0	0	0	0	0	0	0	1.791354	0	1.527226	1.980914	0	0	1.154868	1.114267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.438868	0	0	0	1.092525	1.222207	1.085099	0	0	1.238959	0	1.596549	0	0	0	0	0	0	1.094751	0	0	0	0	0	2.057119	0	0	0	0	0	0	0	1.437724	1.898299	1.011074	0	0	0	1.329906	0	0	1.205301	0	0	2.116017	0	1.15382	0	0	0	1.690485	1.490081	1.416672	1.20792	0	0	0	1.381789	0	0	1.116866	0	0	1.358668	0	0	0	1.232286	0	0	0	1.212295	0	0	0	0	1.489238	0	0	1.832133	0	0	0	0	0	0	0	0	0	0	0	1.463602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.679985	0	0	1.075272	0	0	0	1.304971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MBNL1-AS1_cluster10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-38P22.2_cluster10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.936153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SKIL_cluster10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.768714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.894793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.573458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.781067	0	0	0	0	0	0	0	0	2.554878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.981338	0	0	0	0	0	0	0	0	0	0	1.393212	1.810431	0	0	0	1.710713	0	0	0
FXR1_cluster10	0	0	0	1.050785	1.039009	0	0	0	1.159051	0	0	0	0	0	0	1.033325	0	1.018303	0	0	1.040966	0	0	0	0	0.931589	0	0	0	1.308824	0	0	0	1.484934	0	0.952946	0.963261	0	0	0	0	0	0	0	0	1.324319	1.363891	1.310401	0	1.176202	0	0	1.044079	0	1.114639	0	0	0	0.917314	0.932225	0	0	0	0	1.225014	0	1.14498	2.027974	0	0	1.849892	0.818155	0	0	0	0	1.053138	0	1.19347	0	0.881608	0.947601	0	0	0	1.118941	1.173746	1.194567	1.209529	0	0	0	2.113793	0	0	0	1.372949	0	0	0	0	1.039764	1.0217	0	0.868965	0	1.491751	0	0	1.147092	1.023137	0	0	0	0	0	0	0	0	1.064871	1.337015	1.188444	0.954553	0	0	0	0	0	0	0	0	0	0	1.520536	0	0	0.82993	0	0	0	0.856251	1.217957	0	0	1.103463	1.262125	0	0	0	0	1.261788	0	1.158702	0	1.127129	0	0	0	0	0	1.005286	0	0	1.148534	0	0	0.872783	0	0	1.005853	0	0	0.977201	0	0.97309	0	0	0	1.325496	1.643241	1.253583	1.073653	0	0	0	0	0	0	0	0	0	1.138591	0	1.128738	1.100836	0	0	1.859016	1.154015	0	0	0	0	0	1.213623	1.275186	0	1.334073	1.121147	1.24337	0.997731	0	0	0	1.014534	1.302329	0	0	0	0	0	0	0	0.934323	0	0	0	0	0	0	0	1.136978	0	0	0	0	0	0	0	0	0	0	0	1.212419	0	0	0	0
YEATS2_cluster10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.602693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.119675	0	0	0	0	0	0	0	0	2.448453	0	0	0	1.859097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.704177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.359983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K13_cluster10	1.546241	0	0	0	0	0	0	1.14304	0	0	0	0.816616	0	1.177981	0	0	1.129243	1.187539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.555632	0	1.150256	1.571642	0	0	0	0	0	0	1.286149	0	0	0	1.124696	1.080588	0	1.371678	0	1.226487	1.2176	0	1.299885	1.464828	0	0	1.069766	0	0	0	1.3084	0	0	0	0	0	0	1.222019	0	0.954127	0	0	0	1.976876	0	0	0	0	0	1.562828	1.381691	2.189957	0	0	0	0.985068	1.994811	0	0	1.55176	0	0	0	0	1.132166	0	0	1.19698	0	0	0	0	0	0	1.739667	0	0	0	0	0	0	2.764909	0	0	0	0	0	0	0	0	1.113194	1.258861	1.384312	1.147066	0	0	0	0	0	1.167729	1.11234	0	1.680512	0	0	0	0	0	0	0	0	1.528254	0	0	0	0	0	0	0	1.130553	0	0	0	0	0	0	0	0	1.172357	1.348024	0	0	1.214558	0	1.017831	0	0	1.173022	0	0	0	0	1.134813	0	0	0	0	0	1.033731	1.252086	1.441593	0	2.043367	1.74199	1.068101	2.435348	0	0	0	0.938908	0	0	1.283787	0	0	1.532987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.18314	0	2.035493	0	0	0	0	0	0	0	0	0	0	1.545099	0	0	0	0	0	1.432711	0	0	1.522396	0	0	0	0	0	1.484274	0	0	0	0	1.83321
HES1_cluster10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF595_cluster10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.271748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.393348	2.666773	0	0	0	0	0	0	0	0	1.613797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.479878	0	0	0	0	0	0	0	0	0	0	1.956433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.231766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.509599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.586994	0	0	0	0	0	0	0	0
ZNF141_cluster10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.773113	0	0	0	0	0	2.236797	0	0	1.926837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.335277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.901039	0	0	0	1.60252	0	0	0	0	0	0	0	0	0	2.290168	0	0	0	0	0	0	2.008519	0	0	0	0	0	0	0	0	0	0	0	2.301743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.150777	1.683909	0	1.937829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.24942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.432477	0	0	0	0	0	0	0	0	0	0	0	0	2.296425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-539L10.3_cluster10	0	0	0	0	0	0	0	0	0	0	0	0	0	1.646776	1.465353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.688274	0	0	0	0	1.917556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.908832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.799216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.95227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.580471	0	0	0	1.712034	0	0	0	0	0	0	0	0	0	0	0	1.715753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.312559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.123182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.07496	0	0	0	0	0
USP46_cluster10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.575173	0	0	0	0	2.266819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.953379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.091526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.978934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.78098	0	0	0	0	2.157005	0	0	0	0	0	0	0	0	1.723734	0	0	0	0	1.939634	0	0	0	0	0	1.454431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.975262	2.602633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.114294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.667765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBCK_cluster10	0	0	0	2.067784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.145216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.805126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.063058	0	0	0	0	0	0	0	0	0	0	0	1.860419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.87908	0	0	0	0	0	0	0	0	0	1.717056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.378987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.996439	0	0	0	0	0	0	0	2.43999	0	0	0	0	0	0	0	0	0	2.244569	2.417567	0	0	0	0	0	0	0	0	0	0	2.251648	0	0	0
PAPSS1_cluster10	0	0	0	0	0	1.278593	1.319	0	0	0	0	0	0	1.157877	1.030315	0	0	1.167275	0	1.48272	0	2.066076	0	1.349841	1.350156	0	0	0	2.062692	0	0	0	0	1.203611	1.130628	0	1.104178	0	1.249612	0	1.446634	0	0	0	0	0	1.1055	0	1.356083	0	0	0	1.196821	2.139916	0	0	0	0	0	0	0	0	0	0	1.404222	1.307012	1.312479	0	1.400218	0	0	0	0	0	0	0	0	1.141267	0	0	0	0	0	0	0	1.813913	0	0.968257	0	0	1.37958	0	0	1.110441	0	0	0	0	0	0	1.314705	0	0	0	0	1.244066	0	0	0	0	0	0	1.198361	1.35886	2.03227	0	0	0	1.091128	0	0	1.362303	0	0	0	1.127493	0	0	0	0	0	1.147802	0	0	0	0	0	0	0	0	0	1.396134	0	0	0	0	0	0	0	0	0	0	0	0	1.292014	0	0	0	1.05666	0	1.995926	0	0	0	0	0	1.000465	0	0	0	0	1.380029	0	0	1.115446	0	0	0	0	0	0	2.131664	0	0	0	1.210752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.180678	0	0	0	0	0	0	0	0	0	0	0	0	1.374282	1.162949	0	0	0	0	1.177527	0	0	0	0	0	0	1.261535	1.51873	0	0	0	0	1.307486	0	0	0	0	1.471982	0	0	1.388067	0	0	1.389784	1.311614	0	0	0
MAD2L1_cluster10	0	0	0	0	1.014239	0	0	1.353093	1.131419	1.112619	0	1.183938	1.346789	1.394453	1.24083	1.008692	1.336757	0	1.076053	0	0	0	1.209223	1.625638	0	1.57509	0	0	1.242071	0	1.335635	1.222886	0	0	0	0.930227	0	0	0	1.711578	1.231925	0	1.076569	0	2.021749	0	0	0	1.633153	1.148159	1.172634	0	1.019191	0	0	1.226132	1.64443	1.120326	0.895445	1.286934	0	0	0	0.956059	1.195809	1.113027	0	0	0	0	0	0	0	0	0	0	0	1.374449	0	0	0	0	1.156542	0	0	0	0	0	1.180695	1.865945	1.174823	0	0	1.891259	1.102302	1.964418	1.34022	0.988179	0	0	1.11958	1.014978	0.997341	0	1.199604	0	1.18897	0	1.023391	1.583559	0	1.549055	0	1.157182	1.223748	0	0	1.27873	0.929186	1.470051	1.30514	1.640646	1.613918	1.490195	1.158736	1.66303	0	0	1.102143	0.893463	0	0	0.931082	0	1.722809	1.207564	1.811538	1.002582	0	1.393018	1.868989	0	0	0	1.077158	1.50893	0	1.31823	1.216104	0	0	0	0	0	0	1.0251	0	1.204566	1.558554	1.9707	0	0	1.975404	1.58555	1.016642	0	1.475663	1.027327	0	0.981875	0	0	1.349026	0	1.64526	1.198336	1.001694	0	0	0	0	1.048055	1.206681	0	0	0	1.548544	0	1.011425	0	0.895614	0.785911	0	0	1.519701	0	0	0	1.126503	0	0	0	0	0	0	0	0	0	0	0	0.973944	0	0	1.433335	0	0	0	0	0.996816	0	0	0	0	1.579715	0	0	1.0743	0.914516	1.829481	0	1.125664	1.109874	0	0	0	0	1.274319	1.772732	0	1.575551	0	0	0	0	1.116942	0	1.078188	1.085044
PLRG1_cluster10	0	1.358194	0	1.238269	0	0	0	0	1.931603	0	0	0.825178	0	0	0	0	1.141083	1.199992	0	0	1.734808	0	0	1.387678	0	0	0	0	0	0	1.61238	1.476269	0	0	0	0	1.135126	0	0	0	1.487182	0	0	0	0	0	0	0	0	0	0	0	0	0	1.313514	0	0	0	1.528738	0	0	0	1.869757	1.154153	0	0	0	1.379754	0	0	0	0	0	0	0	0	0	0	1.40641	0	0	0	0	0	0	1.318583	0	0.995397	0	0	0	0	0	1.141565	0	1.185723	0	0	0	0	0	0	0	0	0	0	1.014929	0	0	0	1.205687	0	0	0	1.477312	0	0	1.543684	0	0	0	0	1.590799	0	0	0	0	0	0	0	0	1.179975	1.589579	0	0	0	0	1.210318	1.493469	0	1.009024	0	1.5138	0	0	1.051689	0	0	0	0	0	1.14241	0	0	1.328232	0	0	1.454153	0	0	1.184648	0	0	0	0	0	1.028504	1.240194	0	0	0	1.418711	0	0	1.146708	0	0	0	0	0	1.044572	0	0	0	0	0	0	0	0	0	1.081185	0	0	0	0	0	0	0	0	0	0	0	1.40383	0	0	0	0	0	1.321185	0	1.175747	0	0	0	0	0	0	0	0	0	0	0	0	1.101027	1.219668	0	1.834086	0	0	0	0	1.894819	0	1.447733	0	0	1.53836	0	1.425216	1.552981	0	1.491452	2.121089	0	1.348377	0	0	0
CDH9_cluster10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.99865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
