Edge	cluster8	cluster3	cluster2	cluster1	cluster6	cluster9	cluster10	cluster7	cluster
ANKS1A->BAP1	0	0	0	0	0	0	0.8	0	1
ANKS1A->BCL11A	0	0	0	0.8	0	0	0	0	1
ANKS1A->CLK2	0	0	0.8	0	0	0	0	0	1
ANKS1A->PLEKHA3	0	0	0	0	0	0	0.8	0	1
ANKS1A->RP11-423O2.5	0	0	0	0	0	0	0	1	3
APBB1->MR1	0	0	0	0	0	0	0.9	0	1
APBB1->OGG1	1	0	0	0	0	0	0	0	2
APBB1->PRDM16	0	0	0	0	0	0	0	0.8	3
APC->ADPRHL2	0	0.8	0	0	0	0	0	0	1
APC->CNRIP1	0	0	0	0	1	0	0	0	1
APC->GCSAML-AS1	0	0	0	0	0.9	0	0	0	1
AR->ACP6	0	0	0.8	0	0	0	0	0	1
AR->ATP8B2	0	0	0	0	0	0	0	0.8	3
AR->C2ORF15	0	0	0.8	0	0	0	0	0	1
AR->CALCRL	0	0	0	0	0	0	0	0.8	3
AR->COBLL1	0	0	0	0	0	0	0	0.8	3
AR->DBT	0	0	0.8	0	0	0	0	0	1
AR->DZIP3	0	0	0.8	0	0	0	0	0	1
AR->EFNA4	0	0	0.8	0	0	0	0	0	1
AR->EMILIN1	0.8	0	0	0	0	0	0	0	2
AR->FAM76A	0	0	0.8	0	0	0	0	0	1
AR->GBE1	0	0	0	0	0	0	0	0.8	3
AR->LAMB2	0	0	0.8	0	0	0	0	0	1
AR->MAPKAPK2	0	0	0.8	0	0	0	0	0	1
AR->MARC1	0	0	0	0	0	0	0	0.8	3
AR->PAIP2B	0	0	0.8	0	0	0	0	0	1
AR->PRKCZ	0	0	0.8	0	0	0	0	0	1
AR->PSD4	0	0	0	0	0	0	0	0.8	3
AR->RP11-803D5.4	1	0	0	0	0	0	0	0	2
AR->S100A13	0	0	0	0	0	0	0	0.8	3
AR->SCMH1	0	0	0.8	0	0	0	0	0	1
AR->STK39	0	0	0	0	0	0	0	0.9	3
AR->TINAGL1	0	0	0.8	0	0	0	0	0	1
AR->USP19	0	0	0.8	0	0	0	0	0	1
AR->WDPCP	0	0	0.8	0	0	0	0	0	1
ARFGEF2->GDAP2	0	0	0	0	0	0	0.8	0	1
ARFGEF2->THAP3	0	0	0.9	0	0	0	0	0	1
ARID3A->CD46	0	0	0	0	0	0	0.8	0	1
ARID3A->GSTM2	0	0.8	0	0	0	0	0	0	1
ARID3A->INPP4A	0	0.8	0	0	0	0	0	0	1
ARID3A->PRDM16	0	0.8	0	0	0	0	0	0	1
ARID3B->ABHD5	0	0	0	0	0	0	0.8	0	1
ARID3B->ANKAR	0	0	1	0	0	0	0	0	1
ARID3B->CD48	0.8	0	0	0	0	0	0	0	2
ARID3B->DCBLD2	0	0	0	0	0	0	0.8	0	1
ARID3B->DOCK7	0	0	0	0	0	0	0	0.8	3
ARID3B->FAM189B	0	0	0	0	0	0	0.8	0	1
ARID3B->HS1BP3	0	0	0	0	0	0	0	0.9	3
ARID3B->PLK3	0	0	0	0	0	0	0.9	0	1
ARID3B->RP11-342M1.3	0	0	0	0	0	0	0	0.9	3
ARID3B->SYDE2	0	0	0	0	0	0	0	0.9	3
ARID3B->ZBTB11	0	0	1	0	0	0	0	0	1
ARID4B->UBE2J2	0	0	0	0	0	0	0	0.9	3
ARID5B->RIMKLA	0	0	0	0	0	0	0	0.8	3
ARNT->ADAM17	0	0	0	0	0	0	0	1	3
ARNT->LINC00954	0	0	0.8	0	0	0	0	0	1
ARNT->MSTO1	0.8	0	0	0	0	0	0	0	2
ARNT->SRSF4	0	0	0	0	0	0	0.9	0.9	3
ARNTL->ANAPC1	0	0	0	0.8	0	0	0	0	1
ARNTL->ANKZF1	0	0	0.8	0	0	0	0	0	1
ARNTL->AP006222.2	0	0	0	0	0	0.8	0	0	1
ARNTL->AZI2	0	0	0	0.8	0	0	0	0	1
ARNTL->BOLA1	0	0	0	0	0	0.8	0	0	1
ARNTL->CENPO	0.8	0	0	0	0	0	0	0	2
ARNTL->CTPS1	0	0	0	0.8	0	0	0	0	1
ARNTL->DNAJC16	0	0	0	0	0.9	0	0	0	1
ARNTL->ECM1	0	0	0	0	0	0	0	0.9	3
ARNTL->ERMAP	0	0	0	0.8	0	0	0	0	1
ARNTL->FAM117B	0	0	0	0.8	0	0	0	0	1
ARNTL->FKBP1B	0	0	0	0	0	0	0	0.8	3
ARNTL->FTCDNL1	0	0	0	0	0	0	0	0.8	3
ARNTL->GPA33	0	0	0.9	0	0	0	0	0	1
ARNTL->GPD2	0	0	0	0.8	0	0	0	0.8	3
ARNTL->HES4	0	0	0.8	0	0	0	0	0	1
ARNTL->ITSN2	0.8	0	0	0	0	0	0	0	2
ARNTL->KLHL21	0	0	0	0	0	0	0	0.8	3
ARNTL->MERTK	0	0	0	0	0	0	0	0.8	3
ARNTL->PINK1-AS	0	0	0	0.8	0	0	0	0	1
ARNTL->RP11-345P4.9	0	0	0	0	0	0.8	0	0	1
ARNTL->RP11-418J17.1	0	0	0	0.8	0	0	0	0	1
ARNTL->RP11-475N22.4	0	0	0.9	0	0	0	0	0	1
ARNTL->RPE	0	0	0	0.8	0	0	0	0	1
ARNTL->SMEK2	0	0	0	0	0	0	0	0.8	3
ARNTL->SRGAP3	0	0	1	0	0	0	0	0	1
ARNTL->ST3GAL3	0.9	0	0	0	0	0	0	0	2
ARNTL->WBP1	0	0	0.9	0	0	0	0	0	1
ARNTL->WRAP73	0	0	0	0.8	0	0	0	0	1
ARNTL->ZNF501	0	0	0	0.8	0	0	0	0	1
ARNTL->ZNF513	0	0	0.8	0	0	0	0	0	1
ARNTL->ZNF638	0	0	0	0	0	0.8	0	0	1
ARNTL->ZNF691	0	0	0	0	0	0	0	0.8	3
ARNTL2->EPT1	0	0	0	0	0	0	0	0.8	3
ARNTL2->LMNA	0	0	0	0	0.8	0	0	0	1
ARNTL2->ZMYM6	0	0	0	0	0	0	0	0.8	3
ARSB->BCL2L11	0	0	0	0	0.9	0	0	0	1
ARSB->ROCK2	0.8	0	0	0	0	0	0	0	2
ARSB->SCLY	0.9	0	0	0	0	0	0	0	2
ARSB->SLMAP	0	0	0	0	0	0	0	0.8	3
ARSB->VPS13D	0.8	0	0	0	0	0	0	0	2
ARSG->ADAM17	0	0	0	0	0	0.8	0	0	1
ARSG->BCL10	0	0	0	0	0.8	0	0	0	1
ARSG->BEND5	0	0	0	0	0	0	0	0.8	3
ARSG->LCLAT1	0	0	0.8	0	0	0	0	0	1
ARSG->OSBPL10	0	0	0	0	0.8	0	0	0	1
ARSG->RP5-1073O3.7	0	0	0	0	0.8	0	0	0	1
ARSG->WDR6	0	0	0	0	0	0.8	0	0	1
ASB6->PAQR7	0	0	0	0	0	0	0	0.8	3
ASB6->PLCD1	0	0	0	0	0	0	0	0.8	3
ASCC3->PLCD1	0	0	0	0	0	0	0	0.8	3
ATF1->ATP1A1	0	0	0	0	0	0	0	0.9	3
ATF1->GOLGB1	0	0	0	0	0	0	0	0.8	3
ATF1->SEC22A	0	0	0	0	0	0	0	1	3
ATF2->EFCAB7	0	0	0	0	0	0	0	0.8	3
ATF2->KIF17	0	0	0	0	0	0	0	0.8	3
ATF2->RP5-935K16.1	0	0	0	0	0	0	0	0.8	3
ATF3->ANKRD65	0	0	0	0	0	0	0	0.8	3
ATF3->ARID5A	0	0	0	0	0	0	0	0.9	3
ATF3->C1D	0	0	0	0	0	0	0	0.9	3
ATF3->DENND6A	0	0	0	0	0	0	0	0.8	3
ATF3->MTR	0	0	0	0	0	0	0	0.9	3
ATF3->NEK11	0	0	0	0	0	0	0	0.8	3
ATF3->OSBPL11	0	0	0	0	0	0	0	0.8	3
ATF3->PEX19	0	0	0	0	0	0	0	0.8	3
ATF3->RABL2A	0	0	0	0	0	0	0	0.9	3
ATF3->SNRK	0	0	0	0	0	0	0	0.8	3
ATF3->SSU72	0	0	0	0	0	0.9	0	0	1
ATF3->YPEL5	0	0	0	0	0	0	0	0.8	3
ATF4->NBEAL1	0	0	0	1	0.8	1	0	0	1
ATF5->CACYBP	0	0	0	0	0	0.8	0	0	1
ATF5->FAM46C	1	0	0	0	0	0	0	0	2
ATF5->PLXND1	0	0	0	0	0	0	0	0.9	3
ATF5->SPRED2	0.8	0	0	0	0	0	0	0	2
ATF6->LUZP1	0	0	0	0	0	0.8	0	0	1
ATF6->OSBPL9	0	0	0	0.9	0	0	0	0.9	3
ATF7->RDH14	0	0	0	0.8	0	0	0	0	1
ATF7->TRIM58	0	0	0	0	0	0	0.9	0	1
ATM->EXOC8	0	0	0	0	0	0	0	0.9	3
ATM->RP5-827C21.4	0	0	0	0	0	0.8	0	0	1
ATR->ABL2	0.8	0	0	0	0	0	0	0	2
AURKA->AC079305.10	0	0	0	0	0.8	0	0	0	1
AURKA->CDK18	0	0	0.8	0	0	0	0	0	1
AURKA->CNIH3	0	0	0	0	0.8	0	0	0	1
AURKA->MFSD2A	0.8	0	0	0	0	0	0	0	2
AURKA->PSRC1	0	0	0	0	0	0	0	0.8	3
AURKA->VPS13D	0	0	0.8	0	0	0	0	0	1
AURKB->SPC25	0	0	0	0	0	0	0	1	3
AXIN1->CALCRL	0	0	0.8	0	0	0	0	0	1
AXIN1->LRRC42	0	0	0.9	0	0	0	0	0	1
AXIN1->SLC4A1AP	0	0	0	0	0	0.8	0	0	1
BACH1->CAPG	0	0	0	0	0	0.8	0	0	1
BACH1->DFFA	0	0	0	0	0	0	0	0.9	3
BACH1->PRDX6	0	0	0	0	0	0	0	0.9	3
BACH1->TTF2	0	0	0	0	0	0.8	0	0	1
BAG4->ZNF35	0	0	0	0	0.8	0	0	0	1
BANF1->MINOS1	0	0	0	0	0	0	0	0.8	3
BARD1->C1orf162	0	0	0	0	0	0.8	0	0	1
BARD1->CD96	0	0	0.8	0	0	0	0	0	1
BARD1->ITGAV	0	0	0.8	0	0	0	0	0	1
BARD1->KBTBD12	0	0	0.8	0	0	0	0	0	1
BARD1->MYCNOS	0	0	0.8	0	0	0	0	0	1
BATF->SSB	0	0	0	0	0	0.8	0	0	1
BCL3->ECHDC2	0	0	0	0	0	0	0	0.8	3
BCL3->GSTM1	0	0	0	0	0	0	0	1	3
BCL3->RP11-108M9.4	0	0	0	0	0	0	0	0.8	3
BCL3->STK36	0	0	0	0	0	0	0	0.8	3
BCL6->AC093818.1	0	0	0	0	0	0	0	0.9	3
BCL6->ATF3	0	0	0	0	0	0	0	0.9	3
BCL6->CD48	0	0	0	0	0	0	0	0.9	3
BCL6->DNAH14	0	0	0	0	0	0	0	0.8	3
BCL6->DUSP19	0	0	0	0	0	0	0	0.8	3
BCL6->FAM102B	0	0	0	0	0	0	0	0.9	3
BCL6->FBLN2	0.8	0	0	0	0	0	0	0	2
BCL6->GBP5	0	0	0	0	0	0	0	0.9	3
BCL6->GGPS1	0.8	0	0	0	0	0	0	0	2
BCL6->GPA33	0	0	0	0	0	0	0	0.9	3
BCL6->GTF2E1	0	0	0	0	0	0	0	0.9	3
BCL6->IL6R	0	0	0	0	0	0	0	0.9	3
BCL6->INADL	0	0	0	0	0	0	0	0.9	3
BCL6->IQSEC1	0	0	0	0	0	0	0	0.9	3
BCL6->ITGAV	0	0	0	0	0	0	0	0.9	3
BCL6->KCNA3	0	0	0	0	0	0	0	0.9	3
BCL6->KPNA1	0.8	0	0	0	0	0	0	0	2
BCL6->LAMC1	0	0	0	0	0	0	0	0.9	3
BCL6->MGAT5	0	0	0	0	0	0	0	0.9	3
BCL6->MIXL1	0	0	0	0	0	0	0	0.9	3
BCL6->NCAPH	0	0	0	0	0	0	0	0.9	3
BCL6->RP1-178F15.4	0	0	0	0	0	0	0	0.9	3
BCL6->RP11-307C12.12	0	0	0	0	0	0	0	0.9	3
BCL6->RP11-566E18.3	0	0	0	0	0	0	0	0.9	3
BCL6->RP11-97C16.1	0.8	0	0	0	0	0	0	0.8	3
BCL6->RP4-798A10.7	0	0	0	0	0	0	0	0.9	3
BCL6->RWDD3	0	0	0	0	0	0	0	0.9	3
BCL6->S100A13	0	0	0	0	0	0	0	0.9	3
BCL6->SEMA6C	0	0	0	0	0	0	0	0.9	3
BCL6->SESN2	0.8	0	0	0	0	0	0	0	2
BCL6->SIDT1	0	0	0	0	0	0	0	0.9	3
BCL6->SLC16A1-AS1	0	0	0	0	0	0	0	0.9	3
BCL6->SRGAP2	0	0	0	0	0	0	0	0.9	3
BCL6->SRGAP3	0	0	0	0	0	0	0	0.9	3
BCL6->TTC7A	0	0	0	0	0	0	0	0.9	3
BCL6->ZBTB11-AS1	0	0	0	0	0	0	0	0.9	3
BCL6->ZNF35	0	0	0	0	0	0	0	0.9	3
BCL6->ZYG11B	0	0	0	0	0	0	0	0.9	3
BCOR->AZI2	0	0	0	0	0	0.9	0	0	1
BHLHE40->ATIC	0	0	0	0	0	0	0	0.8	3
BHLHE40->CNIH3	0	0	0	0	0	0	0	0.8	3
BHLHE40->ID2	0	0	0	0	0	0	0.9	0	1
BHLHE40->LAPTM4A	0	0	0	0	0	0	0	1	3
BIN1->CD52	0	0	0	0	0	0	0	1	3
BIN1->CSF3R	0	0	0	0	0	0	0	1	3
BIN1->MGST3	0	0	0	0	0	0	0	0.9	3
BIN1->PRDX1	0	0	0	0	0	0	0	1	3
BIN1->SELL	0	0	0	0	0	0	0.9	1	3
BIN1->TSPAN2	0	0	0	0	0	0	0	0.8	3
BLZF1->ADPRH	0	0	0.8	0	0	0	0	0	1
BMP2K->RP11-344P13.6	0.8	0	0	0	0	0	0	0	2
BMPR2->ARHGEF3	0	0	0	0	0	0	0	1	3
BMPR2->HEG1	0	0	0	0	0	0	0	0.8	3
BMPR2->LINC00960	0	0	0.8	0	0	0	0	0	1
BMPR2->RP11-566E18.3	0	0	0	0	0	0	0	0.8	3
BMPR2->RP11-7O11.3	0	0	0	0	0.8	0	0	0	1
BMPR2->USP40	0	0	1	0	0	0	0	0	1
BOLA1->HHAT	0	0	0.9	0	0	0	0	0	1
BPGM->MECR	0	0	0	0	0	0.8	0	0	1
BPGM->SMG5	0	0	0	0	0	0.8	0	0	1
BPNT1->RCAN3	0	0	0	0	0	0	0	0.8	3
BPNT1->ZNF619	0	0	0	0	0	0	0	0.9	3
BPTF->EPS15	0	0	0	0	0	0	0	1	3
BRAF->C2orf42	0	0	0	0	0	0	0	0.9	3
BRD1->RP11-206L10.9	0	0	0	0	0	0	0	0.8	3
BRD1->TIMM17A	1	0	0	0	0	0	0	0	2
BRD8->WDPCP	0	0	0	0	0	0	0	0.9	3
BRF1->GCA	0	0	0	0	0	0	0	1	3
BRF2->FAM102B	1	0	0	0	0	0	0	0	2
BRF2->HESX1	0.8	0	0	0	0	0	0	0	2
BRIP1->LAMTOR5-AS1	0	0	0	0	0.9	0	0	0	1
BRIP1->RRM2	0.8	0	0	0	0	0	0.8	0	2
BRPF1->PIGV	0	0.8	0	0	0	0	0	0	1
BRPF1->PIK3CD	0	0	0	0	0.8	0	0	0	1
BRPF1->RRNAD1	0.8	0	0	0	0	0	0	0	2
BRPF3->AC093388.3	0	0	0	0	0.8	0	0	0	1
BRPF3->LY75	0.8	0	0	0	0	0	0	0	2
BRPF3->POMGNT2	0.8	0	0	0	0	0	0	0	2
BRPF3->RMDN2	0	0	0	0	0.8	0	0	0	1
BRPF3->RRNAD1	0.8	0	0	0	0	0	0	0	2
BRPF3->SULT1C4	0	0	0	0	0.9	0	0	0	1
BRPF3->TANC1	0.8	0	0	0	0	0	0	0	2
BRPF3->ULK4	0.8	0	0	0	0	0	0	0	2
BRSK1->DNAJC11	0	0	0.9	0	0	0	0	0	1
BRSK1->EDARADD	0	0	0	0	0	0	0	0.8	3
BRSK1->FBXO6	0	0	0	0	0	0	0	1	3
BRSK1->GPATCH2	0	0	0	0	0	0.8	0	0	1
BRSK1->HIST3H2A	0	0	0	0	0	0	0	0.9	3
BRSK1->MUL1	0.9	0.8	0	0	0	0	0	0	2
BRSK1->PRKCZ	0	0	0	0	0	0	0	1	3
BRSK1->RP4-549L20.3	0	0	0	0	0	0	0	0.8	3
BRSK1->RP5-935K16.1	0	0	0	0	0	0	0	0.8	3
BRSK1->ZC3H12A	0.9	0	0	0	0	0	0	0	2
BRSK1->ZNF662	0	0	0	0	0	0	0	1	3
BTBD11->ACAP3	0.8	0	0	0	0	0	0	0	2
BTBD11->ACBD3	0	0	0	0	0	0	0.8	0	1
BTBD11->ARL13B	0	0	0	0	0	0	0.9	0	1
BTBD11->ARMC9	0.8	0	0	0	0	0	0	0	2
BTBD11->B4GALT4	0.8	0	0	0	0	0	0	0	2
BTBD11->EXOC6B	0	0	0	0	0	0	0	1	3
BTBD11->GORASP1	0.8	0	0	0	0	0	0	0	2
BTBD11->KIAA1107	0	0	0	0	0	0	0.8	0	1
BTBD11->LINC01037	0.8	0	0	0	0	0	0	0	2
BTBD11->LRRIQ3	0	0	0	0	0	0	0.8	0	1
BTBD11->NR1I2	0	0	0	0	0	0	0.8	0	1
BTBD11->NR2C2	0.8	0	0	0	0	0	0	0	2
BTBD11->PRKCE	0.8	0	0	0	0	0	0	0	2
BTBD11->RP11-474G23.3	0.8	0	0	0	0	0	0	0	2
BTBD11->TRMT1L	0	0	0	0	0	0	0.9	0	1
BTBD11->VPRBP	0	0	0	0	0	0	0.8	0	1
BTF3->ADI1	0	0	0	0	0	0	0	0.8	3
BTG2->TINAGL1	0	0	0	0	0	0	0	0.9	3
BTRC->DENND4B	0	0	0	0	0	0	0.8	0	1
BTRC->IKBKE	0	0	0	0	0	0	0.8	0	1
BTRC->IPP	0	0	0	0	0.8	0	0	0	1
BTRC->RAD54L	0	0	0	0	0	0.8	0	0	1
BTRC->RP4-798A10.7	0	0	0	0	0.8	0	0	0	1
BTRC->TMED5	0	0	0	0	0	0.8	0	0	1
BUB1B->CHRM3	0	0	0	0	0	0	0	0.8	3
BUB1B->CYP20A1	0	0	0	0	0	0	0	0.8	3
BUB1B->MFSD2A	0	0	0	0	0	0	0	1	3
BUB1B->PCGF1	0.8	0	0	0	0	0	0	0	2
